,Canonical_smiles,Murcko,ClassC,No
4983,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cncs4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cncs3)CC2)C1,0,4702
6513,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C\c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,4010
2005,Clc1ccc(Cl)c(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,1077
7320,Cc1c(CCN2CCN(CC2)C(=O)Cc3cncc(c3)n4cnnn4)ccc5C(=O)OCc15,O=C1OCc2cc(CCN3CCN(C(=O)Cc4cncc(-n5cnnn5)c4)CC3)ccc21,0,3171
2830,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1599
5454,CC1=C(C)c2ccc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)cc2OC1=O,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,3745
978,CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccccn4,O=C(NC1CCc2ccccc2C1)c1ccc(-c2ccccn2)cc1,0,4276
5201,CCCCCCCCc1cccc(CCCCCCCC)[n+]1C,c1cc[nH+]cc1,1,6307
4568,[O-][N+](=O)c1ccc(CCN2CCNCC2)cc1,c1ccc(CCN2CCNCC2)cc1,1,4783
3367,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,O=S(=O)(CC1CCOCC1)N1CCC(CCc2cnoc2)CC1,0,4907
6470,FC(F)(F)c1ccc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3429
1319,O[C@H](COc1cc(O)ccc1C(=O)N2C[C@H](O)CO2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C(c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2)N1CCCO1,1,8331
4363,COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6coc(c6)C(=O)O,O=C1N(c2ccc(-c3ccoc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,0,3795
2563,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)onc4c5ccc(Cl)cc5,c1ccc(-c2nocc2-c2ccc3cc(CCN4CCCC4)ccc3n2)cc1,1,5234
1698,COC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,5843
8056,NC(=O)c1cnc(N[C@H]2CCCNC2)c3sc(cc13)c4cccc(F)c4,c1ccc(-c2cc3ccnc(NC4CCCNC4)c3s2)cc1,0,5368
6141,Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H]([C@@H]1O)C(=O)N(C2CC2)c3cc(OC)c(cn3)C(C)C,O=C(C1CCCNC1)N(c1ccccn1)C1CC1,0,916
7484,Cc1onc(C)c1S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1cnoc1,0,4936
948,Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(Br)c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,6548
886,C[C@@H](NC(=O)c1oc(cc1)c2ccc(Cl)cc2)C(=O)N3CCN(CCCOc4ccc(cc4)C(=O)C5CC5)CC3,O=C(NCC(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1)c1ccc(-c2ccccc2)o1,1,5339
4282,COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(OC)c1OC,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,4387
8306,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)C#N,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,2287
5254,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCCC4)c5ccc(Cl)cc5,O=C(NC(CCCN1CCCCC1)c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,5993
3946,Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4,c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1,0,3363
1169,CC1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)CC1,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCCCC4)ccc2-3)cs1)COc1ccccc1,1,2027
5006,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4ccc(cc34)S(=O)(=O)C)CC2,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,0,7992
3097,COc1ccc(Cn2cnc3c(NS(=O)(=O)C)c(C)c(C)cc23)cc1,c1ccc(Cn2cnc3ccccc32)cc1,0,161
3736,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5cnc(N)nc5,c1ncc(-c2ccc3c(c2)[nH]c2ccnc(NCC4CC4)c23)cn1,0,114
7887,Cl.Cl.CCCCc1cc(OC2CCN(CCC(C)S(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,3023
5555,CC(=O)N1CCN(CCOc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1,O=c1cc(N2CCOCC2)oc2c(-c3ccc(OCCN4CCNCC4)c4c3sc3ccccc34)cccc12,0,5428
3824,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,O=c1ccc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,258
3698,Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4cccnc4)c5cc(ccc15)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,1110
763,Oc1ccc(cc1)[C@@H]2CC[C@H](CC2)NC(=O)C3Cc4ccccc4CN3,O=C(NC1CCC(c2ccccc2)CC1)C1Cc2ccccc2CN1,0,2754
5858,CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5cccc(c5)C#N)C1,O=c1c2nn(-c3ccccc3)cc2nc(-c2ccccc2)n1CC1CCCNC1,0,7655
2749,CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,368
7714,O=S(=O)(NCCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c4ccc(cc4)C#N,O=S(=O)(NCCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,6275
3082,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,5139
60,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],c1ccccc1,0,1788
2309,Cc1ccc(CCCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4)cc1,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1,1198
1297,Cc1cccc(NC(=O)c2oc(cc2)c3ccc(Cl)cc3)c1,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)o1,0,16
4196,NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,c1ccc(OCCCCN2CCCC2)cc1,0,2636
6518,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(on4)c5cccs5)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc(-c4cccs4)on3)(CC1)CO2,1,4161
3478,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(CO)CO,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,0,4613
508,Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,O=C(c1cccnc1)N1CCC(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1,6483
4523,Cc1nc(sc1C)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1,0,8018
954,Cc1ncoc1c2nnc(SCCCN3CCc4cc5NC(=O)COc5cc4CC3)n2C,O=C1COc2cc3c(cc2N1)CCN(CCCSc1nnc(-c2cnco2)[nH]1)CC3,1,3253
4588,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc(cc3)c4cccc5C(=O)OCc45)CC2)cc1,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4564
4215,O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,0,3268
99,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,O=S(=O)(Nc1ncccn1)c1ccccc1,0,8036
2487,Cc1ccc(c(F)c1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2512
2482,Cc1ncccc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,6219
2430,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)CC)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,5580
7165,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C#N)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1597
1277,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCCO3)CC1)c1cc(=O)c2ccccc2o1,1,267
4031,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,1,60
831,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccncc5)n4C)CCc3c2,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)ccn1,1,7541
5938,OCCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(Cl)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,8016
5648,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5,O=C(NC(c1ccccc1)c1ccccc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,4322
8036,CN(C)C(=O)c1cccc(c1)c2ncccc2CC(c3ccnc(N)n3)c4cccnc4F,c1ccc(-c2ncccc2CC(c2cccnc2)c2ccncn2)cc1,0,5664
7815,CC[C@H](Nc1nc(N)nc(N)c1C#N)C2=Nc3cccc(C#CCCCC(=O)N4CCCC4)c3C(=O)N2c5ccccc5,O=C(CCCC#Cc1cccc2nc(CNc3ccncn3)n(-c3ccccc3)c(=O)c12)N1CCCC1,0,4079
5643,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)[C@H](C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,C1CCC(OC2CCCCO2)CC1,0,5058
6441,Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2265
2970,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(Br)ccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,1421
7195,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cccnn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnn5)[nH]4)CC32)cc1,1,7011
901,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccccc3)CC2)C1,1,1332
2540,FC(F)(F)c1cccc(c1)c2cc(CCCN3CCCCC3)nc(n2)C#N,c1ccc(-c2cc(CCCN3CCCCC3)ncn2)cc1,1,4282
5672,[I-].CCCCCCC[N+](CC)(CC)C\C=C\Cc1ccc(Cl)cc1,c1ccccc1,1,1038
3525,CN(C)CCC1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OC(C)(C)C)CC3)c4ccccc4n2,O=C(NCC1CCCCC1)c1cc(N2CCCCC2)nc2ccccc12,0,1436
5405,CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1,c1ccc2c(c1)c(-c1cnc3[nH]ccc3n1)nn2CC1CNC1,1,5688
4514,CCOC(=O)N1CCN(Cc2oc(nn2)c3cc(Cl)ccc3F)CC1,c1ccc(-c2nnc(CN3CCNCC3)o2)cc1,0,3311
2971,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5c(Br)cccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,2913
7984,C[C@]1(CCSC(=N1)N)c2cc(CNC3(CC3)C#N)c(F)cc2F,C1=NC(c2cccc(CNC3CC3)c2)CCS1,0,7483
7225,Cc1c(O)ccc2C(N(Cc3ccccc3c4ccc(F)c(F)c4)C(=O)c12)C(=O)NC(C)(C)C,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,3633
5787,CC(C)N1CCN(CC1)C(=O)N2CCC3(CCN(CC3)C4CCOCC4)C2,O=C(N1CCNCC1)N1CCC2(CCN(C3CCOCC3)CC2)C1,0,1876
7589,O=S(=O)(NCCCN1CC2CN(CCCOc3ccc(cc3)C#N)CC(C1)O2)c4ccccc4,O=S(=O)(NCCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,2974
900,Cc1cccnc1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,O=C(c1ccccn1)N1CCC(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,1,6490
3336,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,O=C(NCc1cncc(-c2ccccc2)c1)c1ccccn1,0,3056
5282,Fc1ccc(cc1Cl)C2CNCC=CC2,C1=CCC(c2ccccc2)CNC1,0,4428
3625,OC(=O)c1ccc(cc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccccc3)CC2)C1,0,3544
2439,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,4073
6500,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5c(Cl)c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,0,782
657,O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccccc5O4,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,294
2229,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3ccccn3,C1=C(Cc2ccccn2)c2ccccc2C1,1,7667
4911,COc1ccc(cc1)C2(N=C(N)C(=N2)C(C)C)c3cccc(c3)c4cncnc4,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1,0,3773
4310,COc1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6773
2901,FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1,1,1932
422,COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,c1ccc(CN2CCc3sccc3C2)cc1,0,1480
199,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,1,874
474,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,0,5901
2929,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(C2CC3CCC(C2)N3CCCSc2nnc(-c3cnco3)[nH]2)cc1,1,7318
7148,Cn1c(SCCCN2CC3CCN(C3C2)c4cccc(F)c4)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,3024
834,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2,c1csc(-c2nnc(SCCCN3CCc4ccc(-c5ncco5)cc4CC3)[nH]2)c1,1,5256
7126,OC(=O)c1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,1538
7218,Cc1cc(C)n(Cc2ccc(cc2)C(=O)NCC3(CCOCC3)c4nc(cs4)c5ccccc5)n1,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1ccc(Cn2cccn2)cc1,0,3407
992,Cc1nc(C)c(s1)c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,c1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cncs2)[nH]1)CC3,1,2834
3598,CC(O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1,0,8137
4025,Cl.CC(=O)NCCc1ccccc1c2ccc([C@@H](CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c(C)c2,c1ccc(OCCOc2ccc(CCc3ccc(-c4ccccc4)cc3)cc2)cc1,1,3807
2780,Fc1ccc(Oc2ccc(nc2)C(=O)N3CCCN(CC3)C4CCC4)cc1,O=C(c1ccc(Oc2ccccc2)cn1)N1CCCN(C2CCC2)CC1,1,2862
8159,CCOC(=O)C1=C(CN2CCOC[C@H]2CCC(=O)O)NC(=N[C@H]1c3ccc(F)cc3Br)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,0,8039
3783,CS(=O)(=O)N1Cc2cc(Cl)ccc2n3c(C1)nnc3C4CCN(CC4)c5ccccn5,c1ccc(N2CCC(c3nnc4n3-c3ccccc3CNC4)CC2)nc1,0,6488
364,CN(C)c1nc(nc(n1)N(C)C)N(C)C,c1ncncn1,0,4666
8038,N\C(=N/N=C/c1ccc(F)cc1)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F,C(CCc1cc2ccccc2c2ccccc12)=NN=Cc1ccccc1,1,4530
4556,CS(=O)(=O)n1cc2CN(Cc2n1)[C@H]3CO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F,c1ccc(C2CCC(N3Cc4c[nH]nc4C3)CO2)cc1,0,3395
8206,COc1cncc(Cc2onc(c2)c3ccccc3)c1,c1ccc(-c2cc(Cc3cccnc3)on2)cc1,0,7311
5493,CC(C)Oc1nc(ncc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4,c1ccc(Nc2ccnc(Nc3cnc(C4CCNCC4)nc3)n2)cc1,1,2450
238,Brc1c(NC2=NCCN2)ccc3nccnc13,c1cnc2cc(NC3=NCCN3)ccc2n1,0,7526
1043,Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,0,3957
5447,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5c(F)cccc5F)c2c1,c1ccc(C2CC(N3CCC(CCCc4ccnc5ccccc45)CC3)C2)cc1,0,289
2525,C[C@H]1CCc2c([nH]c3ccccc23)[C@@]4(N1)C(=O)Nc5ccc(Br)cc45,O=C1Nc2ccccc2C12NCCCc1c2[nH]c2ccccc12,0,7351
7699,Fc1ccc(c(F)c1)S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,5374
2361,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccnc(N)c5)c2O1,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCO4)CC2)CC1,1,1781
835,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5ccc6[nH]ccc6c5)n4C)CCc3c2,c1coc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)[nH]2)CC3)n1,1,6070
4852,Cl.C1NCC1C(Oc2ccccc2)c3ccc4ccccc4c3,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,1,5236
2934,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4cccs4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2cccs2)cc1,1,3484
7124,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCCC5)[nH]4)CC32)cc1,1,3942
5736,COCCOC(=O)N1C[C@@H]2C[C@H](C[C@@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F)NC5CCOCC5OC,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2,0,7275
3830,COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,O=c1ccc2cnccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,771
4563,Cc1ccc(cn1)c2ncn(n2)c3ccc(Nc4nccc(n4)c5cccc(c5)N6CCOCC6)cc3,c1cncc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)c1,0,1621
3069,O[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@H](CC3)c4ccccc4,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,1,2001
7350,CNC(=O)c1cc(OCCCCN2CCC(CC2)c3noc4cc(F)ccc34)ccc1F,c1ccc(OCCCCN2CCC(c3noc4ccccc34)CC2)cc1,1,873
2400,OC1=C(N(CC(=O)c2ccccc2)S(=O)(=O)c3ccccc13)C(=O)c4ccccc4,O=C(CN1C(C(=O)c2ccccc2)=Cc2ccccc2S1(=O)=O)c1ccccc1,0,3657
4592,CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+](=O)[O-])CC2)cc1,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,3639
1567,O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,4086
6107,Cc1cnc2c(cn(Cc3ncnc(OC(F)F)c3C)c2c1)C(=O)NCCO,c1cnc2ccn(Cc3ccncn3)c2c1,0,623
4227,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5occn5,O=C(NCC(=O)N1CCC(NC2CCC(c3ccc(-c4ncco4)cn3)CC2)C1)c1ccccc1,0,7807
7121,COc1cccc(c1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,689
7475,CC(C)S(=O)(=O)NCCN1CC2CN(CCCOc3ccc(cc3)C#N)CC(C1)O2,c1ccc(OCCCN2CC3CNCC(C2)O3)cc1,0,5048
3806,COCCN1Cc2c(nc(C)c(CN)c2c3ccc(Cl)cc3Cl)C1=O,O=C1NCc2c(-c3ccccc3)ccnc21,0,3770
6409,CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCC2(CCNCC2)C1,0,4893
5465,COc1ccccc1N2CCN(CCCCOc3ccc4C(=CC(=O)Oc4c3)C)CC2,O=c1ccc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2o1,1,282
3104,C[C@H](C(=O)O)c1ccc2oc(nc2c1)c3ccc(F)cc3,c1ccc(-c2nc3ccccc3o2)cc1,0,1921
6502,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCCNc5n4)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(n3)NCCO4)(CC1)CO2,0,3979
3106,Cc1cc(ccc1NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)C(=O)O,O=C(Nc1ccccc1)C(C1CCCCC1)n1c(-c2ccccc2)nc2ccccc21,1,3069
4263,C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C#N,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,1,6730
