,Canonical_smiles,Murcko,ClassD,No
6009,Cc1cccc(n1)c2[nH]c(CNc3ccccc3F)nc2c4ccc5ncnn5c4,c1ccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3ccccn3)[nH]2)cc1,0,8006
4531,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1,0,2679
3128,COc1cc(\C=C\c2nc(N)nc(Nc3ccccc3)n2)ccc1n4cnc(C)c4,C(=Cc1ncnc(Nc2ccccc2)n1)c1ccc(-n2ccnc2)cc1,1,3602
4079,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)Cc5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,7997
305,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,1,3823
7235,CC(C)(C)NC(=O)C1N(Cc2cc(F)ccc2c3ccc(F)cc3)C(=O)c4ccccc14,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,7061
3143,CCN(CC)CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,O=c1cc(OCc2ccccc2)ccn1-c1ccccc1,1,4639
2824,OC(=O)CCNC(=O)c1ccc(cc1)\N=N\c2ccc(O)c(c2)C(=O)O,c1ccc(N=Nc2ccccc2)cc1,0,6903
3553,ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1,c1ccc(CNCCc2c(-c3cccs3)[nH]c3ccccc23)cc1,1,5134
987,Cc1oc2cc3CCN(CCCSc4nnc(C5CCOCC5)n4C)CCc3cc2n1,c1nc2cc3c(cc2o1)CCN(CCCSc1nnc(C2CCOCC2)[nH]1)CC3,0,7782
6625,COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5cnn(C)c5)nc23,c1ccc2c(c1)ncn1nc(CN3CCN(c4cn[nH]c4)CC3)nc21,0,5888
5670,CCCCCCCN(CC)C\C=C\CCc1ccc(Cl)cc1,c1ccccc1,1,3390
4212,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)c1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,0,7364
7306,CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c5cc[nH]c5n3)cc2,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]ccc23)cc1,1,1674
416,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,0,4481
425,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,c1ccc(CCCCNCCc2ccccc2)cc1,1,6481
5674,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,c1ccccc1,1,6804
906,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(CC6CC6)nc5cc4CC3)n2C,c1ncc(-c2nnc(SCCCN3CCc4cc5nc(CC6CC6)oc5cc4CC3)[nH]2)o1,1,2490
470,COc1ccc(cc1)C(=O)N2CCCC2=O,O=C1CCCN1C(=O)c1ccccc1,0,5890
206,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,1,4511
7700,CN(CCN1CC2CN(CCCOc3ccc(F)cc3)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,2227
2127,Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CN(CC4CC4)C[C@@H]23)Cc5cccc(OC(F)(F)F)c5,O=C(c1c[nH]cn1)N(Cc1ccccc1)CC1C2CN(CC3CC3)CC21,1,3806
5179,CN(CCOc1ccc(C)cc1)CCc2ccc(C)cc2,c1ccc(CCNCCOc2ccccc2)cc1,1,419
8101,Nc1nccn2c(nc(c3ccc(cc3)C(=O)Nc4cc(ccn4)C(F)(F)F)c12)[C@@H]5CCC[C@@H](C5)C(=O)O,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCCC3)n3ccncc23)cc1,0,5810
5828,Cl.Cl.Cl.Cl.CCCn1c(C)c(cc1c2ccccn2)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccn2)c1,1,436
2086,FC(F)(F)c1cccc(c1)N2CCN(CCN3Cc4ccccc4C3)C2=O,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccccc1,1,3693
4278,CN(C)C(=O)c1ccc(c(F)c1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,0,1535
465,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,0,2337
3766,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3cccc(OC)c3)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,1830
4805,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4cc5OCCOc5cn4,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,6751
3401,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#CC3CN4CCC3CC4)cc2)cc1,0,1346
467,C[C@H]([C@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,c1ccc(CCn2cncn2)cc1,0,6785
4063,C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5cscn5,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,1,2075
5173,C[n+]1c(CCCOc2cccc(Cl)c2)cccc1CCCOc3cccc(Cl)c3,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,5036
7478,Fc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCc4ccccc4F)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,6641
4011,Fc1ccccc1c2nc3ccn(Cc4ccc(nn4)c5ccc(cc5C(F)(F)F)C(F)(F)F)cc3n2,c1ccc(-c2ccc(Cn3ccc4nc(-c5ccccc5)nc-4c3)nn2)cc1,1,651
1904,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cn4)C(F)(F)F)CC2)c5ccc(F)cc5,O=C(CC1CCN(Cc2ccn(-c3ccccn3)c2)CC1)NC(c1ccccc1)c1ccccc1,1,5391
475,NC(=O)N1c2ccccc2CCc3ccccc13,c1ccc2c(c1)CCc1ccccc1N2,0,7413
530,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,O=C(NCCN1CCOCC1)c1ccccc1,0,98
352,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,O=C1CCC2C1CCC1c3ccccc3CCC12,0,1648
5945,C[C@H](CO)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,1508
7781,CCN1C(=O)Oc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@@H]4CNCCCO4)C#N)cc3,O=C(NCCc1ccc(-c2ccc3oc(=O)[nH]c3c2)cc1)C1CNCCCO1,0,208
377,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,0,4502
2676,C[C@@H](c1ncccc1C)c2c(CCN(C)C)sc3ccccc23,c1ccc(Cc2csc3ccccc23)nc1,1,1451
4593,CC(CN1CCN(CCc2ccc(cc2)[N+](=O)[O-])CC1)c3ccc(cc3)[N+](=O)[O-],c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4078
7804,COc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,8079
7168,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,236
2400,OC1=C(N(CC(=O)c2ccccc2)S(=O)(=O)c3ccccc13)C(=O)c4ccccc4,O=C(CN1C(C(=O)c2ccccc2)=Cc2ccccc2S1(=O)=O)c1ccccc1,0,3657
6770,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)cc1,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,7524
640,CC(=O)Nc1cccc(c1)N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2,O=S(=O)(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,1,3470
2890,NC(=O)c1ccccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,5496
7997,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(Cl)cc3Cl)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,1,7965
6087,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(n4)C#N)c2c1,O=c1ccc2ncccc2n1CCN1CCC(NCc2cnccn2)CC1,0,1494
4097,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC56CC7CC(CC(C7)C5)C6)C4=O)C(C)(C)C,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCCCN1CC12CC3CC(CC(C3)C1)C2,1,2276
6245,OC1(CNCC(=O)N2CCc3ccccc3C2C4CCCCC4)CCCCC1,O=C(CNCC1CCCCC1)N1CCc2ccccc2C1C1CCCCC1,0,5712
155,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,O=C(CNCCCc1ccccc1)N1CCCC1,0,2002
572,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,0,3414
7354,[O-][N+](=O)c1ccc(NCCCCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)c6nonc16,c1ccc(Cn2c(NC3CCN(CCCCNc4cccc5nonc45)CC3)nc3ccccc32)cc1,1,591
7109,FC(F)(F)c1cc(cc(c1)c2cc[nH]n2)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3,O=C1CCc2c(Oc3ccc4c(c3)CC(NC(=O)c3cccc(-c5cc[nH]n5)c3)CC4)ccnc2N1,0,7671
1712,Oc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,1132
2223,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCCC(C4)C(=O)N5CCCC5)CC3)c2,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCCC(C(=O)N2CCCC2)C1,0,2639
846,Cl.C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)c3cccc(F)c3,O=C(NC1CCC(CCC(=O)N2CCCC2)CC1)c1ccccc1,0,7549
138,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,1,2779
5942,C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,6943
457,Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Br)cc2,O=C(Nc1ccccc1)c1ccccc1,0,1001
3806,COCCN1Cc2c(nc(C)c(CN)c2c3ccc(Cl)cc3Cl)C1=O,O=C1NCc2c(-c3ccccc3)ccnc21,0,3770
3369,Cc1nc2ccccc2n1[C@H]3C[C@H]4CC[C@@H](C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)c6ccccc6,c1ccc(C2(CCN3C4CCC3CC(n3cnc5ccccc53)C4)CCNCC2)cc1,1,43
6127,CNc1ccc(\C=C\c2c(F)cccc2F)cc1,C(=Cc1ccccc1)c1ccccc1,0,2665
7564,Fc1ccc(CN2CC3CN(CCNS(=O)(=O)c4ccc(F)cc4)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,6759
5217,C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,0,7385
6911,OC[C@@H]1CCCN1Cc2nc3ccccc3n2Cc4ccc(Cl)cc4,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,7107
712,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(=CC[C@H]3N)CN)[C@@H]2O)OC[C@]1(C)O,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1,0,5429
1837,CC(C)(O)c1ccc(c[n+]1[O-])C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[nH+]c3)c2)c2ncccc2c1=O,0,65
1597,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-],O=C(NN=Cc1ccco1)c1ccccc1,0,3900
607,C\C=C/1\N(C)C(C)CC1(c2ccccc2)c3ccccc3,C=C1NCCC1(c1ccccc1)c1ccccc1,0,8070
1131,Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,c1ccc(NCc2cnc3ncncc3n2)cc1,0,2414
7210,FC(F)(F)c1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,6896
6109,COc1cnc2c(cn(Cc3ncnc(N(C)C)c3C)c2c1)C(=O)NCCO,c1cnc2ccn(Cc3ccncn3)c2c1,0,4572
6110,Clc1ccc2OC=C(CC3SC(=O)NC3=O)C(=O)c2c1,O=C1NC(=O)C(Cc2coc3ccccc3c2=O)S1,1,4834
2518,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nc5ccccc5s4,c1ccc2sc(-c3ccc4cc(CCN5CCCC5)ccc4n3)nc2c1,1,7919
7313,COC(CN1CCN(CC1)C(=O)Cc2ccc(nc2)n3cnnn3)c4ccc5C(=O)OCc5c4C,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)CC3)ccc21,0,5187
3594,C[C@H]1[C@@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)CC(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,6511
7280,CC(=O)N1Cc2ccccc2CC1CN3CCC4(CC3)CCc5ccccc45,c1ccc2c(c1)CNC(CN1CCC3(CCc4ccccc43)CC1)C2,1,7027
5979,CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1,1,1170
5619,[O-][N+](=O)c1ccc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)[N+](=O)[O-])cc1,O=C(Cc1ccccc1)N1CCN(CCc2ccccc2)CC1,1,616
7442,Fc1ccc(c(F)c1)S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,5384
173,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,O=C(CCc1ccccc1)c1ccccc1,1,2817
5467,Fc1ccc2c(noc2c1)C3CCN(CCCCOc4ccc5C(=CC(=O)Oc5c4)c6ccccc6)CC3,O=c1cc(-c2ccccc2)c2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,5855
840,CN(C1CCCCC1)C(=O)CC[C@@H](C2CCCCC2)N3Cc4cc(Oc5ccccc5)ccc4N=C3N,O=C(CCC(C1CCCCC1)N1C=Nc2ccc(Oc3ccccc3)cc2C1)NC1CCCCC1,1,2039
3705,OCCn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4nccs4)c5cc(ccc15)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3nccs3)CC2)C1,0,1973
5904,OCCN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,1,2795
4751,CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3Cl,O=C(NCCCN1CCC(NCc2ccsc2)CC1)c1cccnc1,1,2406
6321,O[C@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(Cl)c1c67,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,0,1076
3616,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccnc4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,394
5919,CCOC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4cnc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1cnccn1,0,944
1711,COc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,3845
555,CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,O=C1CN(N=Cc2ccc(-c3ccccc3)o2)C(=O)N1CCCCN1CCNCC1,1,3010
6717,CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4318
6014,C[C@@H](N1CCn2nc(nc2C1)c3ccc(nc3)C#N)[C@](O)(Cn4cncn4)c5ccc(F)cc5F,c1ccc(C(CN2CCn3nc(-c4cccnc4)nc3C2)Cn2cncn2)cc1,0,1324
46,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,6926
4601,Fc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,4107
2122,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1Cl,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,2312
2693,C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3cnccn3,C1=C(Cc2cnccn2)c2ccccc2C1,1,1131
339,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12,0,6215
4906,CC1(N=C(N)C(=N1)c2ccccc2)c3cccc(c3)c4cccnc4,C1=NC(c2cccc(-c3cccnc3)c2)N=C1c1ccccc1,0,5233
5676,CCCCCCCN(CC)CCCCCc1ccc(Cl)cc1,c1ccccc1,1,4577
165,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,c1ccc(C2CCNCC2)cc1,1,2900
817,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,O=c1cc(-c2ccccc2)oc2ccccc12,0,5504
598,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,c1ccc2c(c1)CCC1C2CCC2CCCC21,0,1371
205,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,c1ccccc1,0,2857
6513,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C\c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,4010
2005,Clc1ccc(Cl)c(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,1077
1082,CC(=O)Nc1ccc2c(Cc3ccccc23)c1,c1ccc2c(c1)Cc1ccccc1-2,0,8015
2830,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1599
5454,CC1=C(C)c2ccc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)cc2OC1=O,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,3745
8100,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCN(Cc4ncn(CC(F)F)n4)CC3)N1)c5ccccc5,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCN(Cc2nc[nH]n2)CC1,0,6302
5201,CCCCCCCCc1cccc(CCCCCCCC)[n+]1C,c1cc[nH+]cc1,1,6307
4568,[O-][N+](=O)c1ccc(CCN2CCNCC2)cc1,c1ccc(CCN2CCNCC2)cc1,1,4783
8261,Fc1ccc(nc1)c2oc3CCN(Cc3n2)C(=O)c4cccc(F)c4,O=C(c1ccccc1)N1CCc2oc(-c3ccccn3)nc2C1,0,364
6470,FC(F)(F)c1ccc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3429
1319,O[C@H](COc1cc(O)ccc1C(=O)N2C[C@H](O)CO2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C(c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2)N1CCCO1,1,8331
80,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,C1=CC(c2ccccc2)C=CN1,0,3970
2563,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)onc4c5ccc(Cl)cc5,c1ccc(-c2nocc2-c2ccc3cc(CCN4CCCC4)ccc3n2)cc1,1,5234
1698,COC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,5843
189,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,C1=CC23CCNCc4cccc(c42)OC3CC1,0,199
423,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0,57
5917,COC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4cnc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1cnccn1,0,5765
948,Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(Br)c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,6548
886,C[C@@H](NC(=O)c1oc(cc1)c2ccc(Cl)cc2)C(=O)N3CCN(CCCOc4ccc(cc4)C(=O)C5CC5)CC3,O=C(NCC(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1)c1ccc(-c2ccccc2)o1,1,5339
4282,COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(OC)c1OC,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,4387
5363,COc1ccc(cc1C(=O)N)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1,0,4948
264,OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3,c1ccc(C(CCCN2CCCCC2)c2ccccc2)cc1,0,4826
6521,CCC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C,O=C(CNC(=O)c1ccccc1)NC1CCCCC1,0,585
1169,CC1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)CC1,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCCCC4)ccc2-3)cs1)COc1ccccc1,1,2027
1027,CC(CCSc1nnc(c2cccc3nc(C)ccc23)n1C)N4CCc5cc6CN(C)C(=O)c6cc5CC4,O=C1NCc2cc3c(cc21)CCN(CCCSc1nnc(-c2cccc4ncccc24)[nH]1)CC3,0,5757
247,CC(O)(P(=O)(O)O)P(=O)(O)O,,0,3047
272,[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,0,3399
7887,Cl.Cl.CCCCc1cc(OC2CCN(CCC(C)S(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,3023
975,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C(NCCc1ccccc1)c1ccccc1,0,1957
7850,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccncc4)C(=O)N)C1(C)C,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,0,5734
7435,O=S(=O)(NCCCN1CC2CN(CCOc3ccc(cc3)C#N)CC(C1)O2)c4ccccc4,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,1677
4069,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCCC(NC4=O)C(C)(C)C,O=C1NCCCCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,0,6480
